Signal_ID,Date,Signal_Type,Signal_Strength,Confidence_Score,Entry_Price,Exit_Price,Predicted_Price,Target_Price,Stop_Loss_Price,Actual_Gain_Loss_Pct,Actual_Gain_Loss_Amount,Max_Gain_During_Period,Max_Loss_During_Period,Volatility_During_Period,Prediction_Accuracy,Target_Hit,Stop_Loss_Hit,Exit_Reason,Planned_Duration_Days,Actual_Duration_Days,Annualized_Return_Pct,Risk_Reward_Ratio,Portfolio_Value_After_Trade,Predicted_Trend,Actual_Trend,Trade_Success,High_Confidence
SIG_0223,Day_222,BUY,Strong,36.56,75.25,37.99,4657.18,82.78,72.99,-49.51,-59996.66,0.0,-49.51,49.51,Incorrect,No,Yes,Stop_Loss,1,1,-18072.96,3.33,1151691.18,Bullish,Bearish,Loss,Yes
SIG_0224,Day_223,BUY,Weak,0.47,37.99,74.58,4679.14,41.79,36.85,96.31,110924.93,96.31,0.0,96.31,Correct,Yes,No,Target_Hit,1,1,35154.91,3.33,1262616.11,Bullish,Bullish,Profitable,No
SIG_0225,Day_224,SELL,Strong,39.24,74.58,37.29,2842.96,82.04,72.34,-50.0,0.0,0.0,-50.0,50.0,Correct,No,Yes,Stop_Loss,1,1,-18250.0,3.33,1262616.11,Bearish,Bearish,Loss,Yes
SIG_0226,Day_225,SELL,Strong,3.66,37.29,73.01,2738.81,41.02,36.17,95.79,0.0,95.79,0.0,95.79,Incorrect,Yes,No,Target_Hit,1,1,34963.26,3.33,1262616.11,Bearish,Bullish,Profitable,Yes
SIG_0227,Day_226,BUY,Strong,67.75,73.01,35.44,4594.47,80.31,70.82,-51.46,-64972.59,0.0,-51.46,51.46,Incorrect,No,Yes,Stop_Loss,1,1,-18782.43,3.33,1197643.52,Bullish,Bearish,Loss,Yes
SIG_0228,Day_227,BUY,Strong,8.97,35.44,68.65,5006.47,38.98,34.38,93.71,112228.39,93.71,0.0,93.71,Correct,Yes,No,Target_Hit,1,1,34203.3,3.33,1309871.91,Bullish,Bullish,Profitable,Yes
SIG_0229,Day_228,SELL,Strong,36.52,68.65,34.81,3178.27,75.52,66.59,-49.29,0.0,0.0,-49.29,49.29,Correct,No,Yes,Stop_Loss,1,1,-17992.13,3.33,1309871.91,Bearish,Bearish,Loss,Yes
SIG_0230,Day_229,BUY,Strong,37.48,34.81,68.91,4369.49,38.29,33.77,97.96,128315.52,97.96,0.0,97.96,Correct,Yes,No,Target_Hit,1,1,35755.53,3.33,1438187.43,Bullish,Bullish,Profitable,Yes
SIG_0231,Day_230,SELL,Strong,29.63,68.91,70.67,3074.61,75.8,66.84,2.55,0.0,2.55,0.0,2.55,Incorrect,No,No,Target_Duration,1,1,932.23,3.33,1438187.43,Bearish,Bullish,Profitable,Yes
SIG_0232,Day_231,BUY,Strong,46.16,70.67,36.13,4493.82,77.74,68.55,-48.88,-70291.49,0.0,-48.88,48.88,Incorrect,No,Yes,Stop_Loss,1,1,-17839.39,3.33,1367895.94,Bullish,Bearish,Loss,Yes
SIG_0233,Day_232,SELL,Strong,26.98,36.13,71.34,3281.2,39.74,35.05,97.45,0.0,97.45,0.0,97.45,Incorrect,Yes,No,Target_Hit,1,1,35570.58,3.33,1367895.94,Bearish,Bullish,Profitable,Yes
SIG_0234,Day_233,SELL,Weak,0.85,71.34,36.25,3253.25,78.47,69.2,-49.19,0.0,0.0,-49.19,49.19,Correct,No,Yes,Stop_Loss,1,1,-17953.25,3.33,1367895.94,Bearish,Bearish,Loss,No
SIG_0235,Day_234,BUY,Strong,54.36,36.25,36.01,5021.78,39.88,35.16,-0.66,-905.64,0.0,-0.66,0.66,Incorrect,No,No,Target_Duration,1,1,-241.66,3.33,1366990.3,Bullish,Bearish,Loss,Yes
SIG_0236,Day_235,SELL,Strong,26.32,36.01,70.66,3700.03,39.61,34.93,96.22,0.0,96.22,0.0,96.22,Incorrect,Yes,No,Target_Hit,1,1,35121.49,3.33,1366990.3,Bearish,Bullish,Profitable,Yes
SIG_0237,Day_236,BUY,Strong,35.06,70.66,69.6,4997.15,77.73,68.54,-1.5,-2050.68,0.0,-1.5,1.5,Incorrect,No,No,Target_Duration,1,1,-547.55,3.33,1364939.62,Bullish,Bearish,Loss,Yes
SIG_0238,Day_237,SELL,Strong,26.35,69.6,36.71,3680.33,76.56,67.51,-47.26,0.0,0.0,-47.26,47.26,Correct,No,Yes,Stop_Loss,1,1,-17248.35,3.33,1364939.62,Bearish,Bearish,Loss,Yes
SIG_0239,Day_238,BUY,Strong,29.93,36.71,35.43,4781.71,40.38,35.61,-3.49,-4759.26,0.0,-3.49,3.49,Incorrect,No,Yes,Stop_Loss,1,1,-1272.68,3.33,1360180.37,Bullish,Bearish,Loss,Yes
SIG_0240,Day_239,BUY,Strong,2.23,35.43,68.39,4888.37,38.97,34.37,93.03,126535.55,93.03,0.0,93.03,Correct,Yes,No,Target_Hit,1,1,33955.41,3.33,1486715.92,Bullish,Bullish,Profitable,Yes
SIG_0241,Day_240,SELL,Strong,33.45,68.39,34.85,3253.13,75.23,66.34,-49.04,0.0,0.0,-49.04,49.04,Correct,No,Yes,Stop_Loss,1,1,-17900.42,3.33,1486715.92,Bearish,Bearish,Loss,Yes
SIG_0242,Day_241,SELL,Strong,10.54,34.85,69.22,2910.32,38.34,33.8,98.62,0.0,98.62,0.0,98.62,Incorrect,Yes,No,Target_Hit,1,1,35997.27,3.33,1486715.92,Bearish,Bullish,Profitable,Yes
SIG_0243,Day_242,BUY,Strong,44.4,69.22,35.78,4202.56,76.14,67.14,-48.31,-71822.86,0.0,-48.31,48.31,Incorrect,No,Yes,Stop_Loss,1,1,-17633.05,3.33,1414893.06,Bullish,Bearish,Loss,Yes
SIG_0244,Day_243,SELL,Strong,23.31,35.78,71.32,3222.78,39.36,34.71,99.33,0.0,99.33,0.0,99.33,Incorrect,Yes,No,Target_Hit,1,1,36255.17,3.33,1414893.06,Bearish,Bullish,Profitable,Yes
SIG_0245,Day_244,BUY,Strong,32.6,71.32,70.34,4273.29,78.45,69.18,-1.37,-1944.19,0.0,-1.37,1.37,Incorrect,No,No,Target_Duration,1,1,-501.54,3.33,1412948.87,Bullish,Bearish,Loss,Yes
SIG_0246,Day_245,BUY,Strong,5.87,70.34,35.18,4524.32,77.37,68.23,-49.99,-70627.36,0.0,-49.99,49.99,Incorrect,No,Yes,Stop_Loss,1,1,-18244.81,3.33,1342321.52,Bullish,Bearish,Loss,Yes
SIG_0247,Day_246,SELL,Strong,32.38,35.18,35.2,3059.37,38.7,34.12,0.06,0.0,0.06,0.0,0.06,Incorrect,No,No,Target_Duration,1,1,20.75,3.33,1342321.52,Bearish,Bullish,Profitable,Yes
SIG_0248,Day_247,SELL,Strong,7.98,35.2,69.12,2815.35,38.72,34.14,96.36,0.0,96.36,0.0,96.36,Incorrect,Yes,No,Target_Hit,1,1,35172.73,3.33,1342321.52,Bearish,Bullish,Profitable,Yes
SIG_0249,Day_248,BUY,Strong,47.79,69.12,68.31,4160.85,76.03,67.05,-1.17,-1573.03,0.0,-1.17,1.17,Incorrect,No,No,Target_Duration,1,1,-427.73,3.33,1340748.48,Bullish,Bearish,Loss,Yes
SIG_0250,Day_249,SELL,Strong,21.82,68.31,34.2,3252.75,75.14,66.26,-49.93,0.0,0.0,-49.93,49.93,Correct,No,Yes,Stop_Loss,1,1,-18225.96,3.33,1340748.48,Bearish,Bearish,Loss,Yes
SIG_0251,Day_250,BUY,Strong,34.5,34.2,65.12,4375.05,37.62,33.17,90.41,121216.21,90.41,0.0,90.41,Correct,Yes,No,Target_Hit,1,1,32999.42,3.33,1461964.69,Bullish,Bullish,Profitable,Yes
SIG_0252,Day_251,SELL,Strong,26.11,65.12,32.52,3232.52,71.63,63.17,-50.06,0.0,0.0,-50.06,50.06,Correct,No,Yes,Stop_Loss,1,1,-18272.42,3.33,1461964.69,Bearish,Bearish,Loss,Yes
SIG_0253,Day_252,BUY,Strong,33.27,32.52,32.72,4307.95,35.77,31.54,0.62,899.12,0.62,0.0,0.62,Correct,No,No,Target_Duration,1,1,224.48,3.33,1462863.81,Bullish,Bullish,Profitable,Yes
SIG_0254,Day_253,SELL,Strong,29.58,32.72,65.42,3033.83,35.99,31.74,99.94,0.0,99.94,0.0,99.94,Incorrect,Yes,No,Target_Hit,1,1,36477.69,3.33,1462863.81,Bearish,Bullish,Profitable,Yes
SIG_0255,Day_254,BUY,Strong,40.26,65.42,32.59,4255.36,71.96,63.46,-50.18,-73411.52,0.0,-50.18,50.18,Incorrect,No,Yes,Stop_Loss,1,1,-18316.95,3.33,1389452.29,Bullish,Bearish,Loss,Yes
SIG_0256,Day_255,BUY,Strong,8.03,32.59,64.34,4597.19,35.85,31.61,97.42,135363.95,97.42,0.0,97.42,Correct,Yes,No,Target_Hit,1,1,35559.22,3.33,1524816.23,Bullish,Bullish,Profitable,Yes
SIG_0257,Day_256,SELL,Strong,34.47,64.34,61.27,3012.32,70.77,62.41,-4.77,0.0,0.0,-4.77,4.77,Correct,No,Yes,Stop_Loss,1,1,-1741.61,3.33,1524816.23,Bearish,Bearish,Loss,Yes
SIG_0258,Day_257,BUY,Strong,36.13,61.27,30.63,4100.61,67.4,59.43,-50.01,-76253.25,0.0,-50.01,50.01,Incorrect,No,Yes,Stop_Loss,1,1,-18252.98,3.33,1448562.98,Bullish,Bearish,Loss,Yes
SIG_0259,Day_258,SELL,Strong,26.67,30.63,30.29,3007.14,33.69,29.71,-1.11,0.0,0.0,-1.11,1.11,Correct,No,No,Target_Duration,1,1,-405.16,3.33,1448562.98,Bearish,Bearish,Loss,Yes
SIG_0260,Day_259,BUY,Strong,36.03,30.29,60.93,4090.59,33.32,29.38,101.16,146530.11,101.16,0.0,101.16,Correct,Yes,No,Target_Hit,1,1,36921.76,3.33,1595093.08,Bullish,Bullish,Profitable,Yes
SIG_0261,Day_260,SELL,Strong,29.55,60.93,61.4,2881.69,67.02,59.1,0.77,0.0,0.77,0.0,0.77,Incorrect,No,No,Target_Duration,1,1,281.55,3.33,1595093.08,Bearish,Bullish,Profitable,Yes
SIG_0262,Day_261,SELL,Strong,2.95,61.4,29.48,2796.74,67.54,59.56,-51.99,0.0,0.0,-51.99,51.99,Correct,No,Yes,Stop_Loss,1,1,-18975.24,3.33,1595093.08,Bearish,Bearish,Loss,Yes
SIG_0263,Day_262,BUY,Strong,69.96,29.48,63.96,4753.45,32.43,28.6,116.96,186563.13,116.96,0.0,116.96,Correct,Yes,No,Target_Hit,1,1,42690.64,3.33,1781656.21,Bullish,Bullish,Profitable,Yes
SIG_0264,Day_263,SELL,Strong,25.53,63.96,32.04,3539.72,70.36,62.04,-49.91,0.0,0.0,-49.91,49.91,Correct,No,Yes,Stop_Loss,1,1,-18215.76,3.33,1781656.21,Bearish,Bearish,Loss,Yes
SIG_0265,Day_264,BUY,Strong,41.72,32.04,63.2,5016.45,35.24,31.08,97.25,173272.18,97.25,0.0,97.25,Correct,Yes,No,Target_Hit,1,1,35497.5,3.33,1954928.39,Bullish,Bullish,Profitable,Yes
SIG_0266,Day_265,SELL,Strong,29.08,63.2,32.11,3557.47,69.52,61.3,-49.19,0.0,0.0,-49.19,49.19,Correct,No,Yes,Stop_Loss,1,1,-17955.46,3.33,1954928.39,Bearish,Bearish,Loss,Yes
SIG_0267,Day_266,BUY,Strong,38.12,32.11,61.21,4913.57,35.32,31.15,90.63,177167.29,90.63,0.0,90.63,Correct,Yes,No,Target_Hit,1,1,33078.48,3.33,2132095.68,Bullish,Bullish,Profitable,Yes
SIG_0268,Day_267,SELL,Strong,27.44,61.21,31.57,3565.36,67.33,59.37,-48.42,0.0,0.0,-48.42,48.42,Correct,No,Yes,Stop_Loss,1,1,-17674.56,3.33,2132095.68,Bearish,Bearish,Loss,Yes
SIG_0269,Day_268,BUY,Strong,34.34,31.57,61.1,4789.73,34.73,30.62,93.54,199432.33,93.54,0.0,93.54,Correct,Yes,No,Target_Hit,1,1,34141.43,3.33,2331528.01,Bullish,Bullish,Profitable,Yes
SIG_0270,Day_269,BUY,Medium,1.72,61.1,31.02,4872.34,67.21,59.27,-49.23,-114782.92,0.0,-49.23,49.23,Incorrect,No,Yes,Stop_Loss,1,1,-17969.23,3.33,2216745.09,Bullish,Bearish,Loss,No
SIG_0271,Day_270,SELL,Strong,37.72,31.02,59.77,3034.64,34.12,30.09,92.68,0.0,92.68,0.0,92.68,Incorrect,Yes,No,Target_Hit,1,1,33828.98,3.33,2216745.09,Bearish,Bullish,Profitable,Yes
SIG_0272,Day_271,BUY,Strong,32.79,59.77,30.48,4029.74,65.75,57.98,-49.0,-108630.52,0.0,-49.0,49.0,Incorrect,No,Yes,Stop_Loss,1,1,-17886.65,3.33,2108114.57,Bullish,Bearish,Loss,Yes
SIG_0273,Day_272,SELL,Strong,28.39,30.48,28.77,2885.84,33.53,29.57,-5.61,0.0,0.0,-5.61,5.61,Correct,No,Yes,Stop_Loss,1,1,-2047.74,3.33,2108114.57,Bearish,Bearish,Loss,Yes
SIG_0274,Day_273,BUY,Strong,40.47,28.77,57.82,4053.75,31.65,27.91,100.97,212863.15,100.97,0.0,100.97,Correct,Yes,No,Target_Hit,1,1,36855.23,3.33,2320977.72,Bullish,Bullish,Profitable,Yes
SIG_0275,Day_274,SELL,Strong,27.82,57.82,27.28,2926.07,63.6,56.09,-52.82,0.0,0.0,-52.82,52.82,Correct,No,Yes,Stop_Loss,1,1,-19278.97,3.33,2320977.72,Bearish,Bearish,Loss,Yes
SIG_0276,Day_275,SELL,Strong,4.88,27.28,55.23,2783.19,30.01,26.46,102.46,0.0,102.46,0.0,102.46,Incorrect,Yes,No,Target_Hit,1,1,37396.44,3.33,2320977.72,Bearish,Bullish,Profitable,Yes
SIG_0277,Day_276,BUY,Strong,66.74,55.23,54.66,4640.75,60.75,53.57,-1.03,-2395.36,0.0,-1.03,1.03,Incorrect,No,No,Target_Duration,1,1,-376.7,3.33,2318582.36,Bullish,Bearish,Loss,Yes
SIG_0278,Day_277,SELL,Strong,32.04,54.66,26.6,3153.84,60.13,53.02,-51.34,0.0,0.0,-51.34,51.34,Correct,No,Yes,Stop_Loss,1,1,-18737.47,3.33,2318582.36,Bearish,Bearish,Loss,Yes
SIG_0279,Day_278,BUY,Strong,51.29,26.6,27.15,4771.45,29.26,25.8,2.07,4794.06,2.07,0.0,2.07,Correct,No,No,Target_Duration,1,1,754.7,3.33,2323376.42,Bullish,Bullish,Profitable,Yes
SIG_0280,Day_279,SELL,Strong,28.83,27.15,55.88,3395.89,29.86,26.34,105.82,0.0,105.82,0.0,105.82,Incorrect,Yes,No,Target_Hit,1,1,38624.13,3.33,2323376.42,Bearish,Bullish,Profitable,Yes
SIG_0281,Day_280,BUY,Strong,45.53,55.88,58.43,4942.19,61.47,54.2,4.56,10602.38,4.56,0.0,4.56,Correct,No,No,Target_Duration,1,1,1665.62,3.33,2333978.8,Bullish,Bullish,Profitable,Yes
SIG_0282,Day_281,BUY,Strong,6.45,58.43,28.19,5260.8,64.27,56.68,-51.75,-120793.29,0.0,-51.75,51.75,Incorrect,No,Yes,Stop_Loss,1,1,-18890.3,3.33,2213185.51,Bullish,Bearish,Loss,Yes
SIG_0283,Day_282,SELL,Strong,37.08,28.19,62.56,3310.04,31.01,27.34,121.92,0.0,121.92,0.0,121.92,Incorrect,Yes,No,Target_Hit,1,1,44501.77,3.33,2213185.51,Bearish,Bullish,Profitable,Yes
SIG_0284,Day_283,BUY,Strong,32.67,62.56,29.82,4391.45,68.82,60.68,-52.33,-115824.32,0.0,-52.33,52.33,Incorrect,No,Yes,Stop_Loss,1,1,-19101.82,3.33,2097361.19,Bullish,Bearish,Loss,Yes
SIG_0285,Day_284,SELL,Strong,28.86,29.82,61.84,3124.21,32.8,28.93,107.38,0.0,107.38,0.0,107.38,Incorrect,Yes,No,Target_Hit,1,1,39192.82,3.33,2097361.19,Bearish,Bullish,Profitable,Yes
SIG_0286,Day_285,BUY,Strong,41.49,61.84,30.6,4420.3,68.02,59.98,-50.52,-105953.37,0.0,-50.52,50.52,Incorrect,No,Yes,Stop_Loss,1,1,-18438.87,3.33,1991407.82,Bullish,Bearish,Loss,Yes
SIG_0287,Day_286,SELL,Strong,26.98,30.6,58.62,3227.76,33.66,29.68,91.57,0.0,91.57,0.0,91.57,Incorrect,Yes,No,Target_Hit,1,1,33422.55,3.33,1991407.82,Bearish,Bullish,Profitable,Yes
SIG_0288,Day_287,BUY,Strong,41.39,58.62,29.34,4563.73,64.48,56.86,-49.95,-99468.48,0.0,-49.95,49.95,Incorrect,No,Yes,Stop_Loss,1,1,-18231.32,3.33,1891939.35,Bullish,Bearish,Loss,Yes
SIG_0289,Day_288,SELL,Strong,25.04,29.34,57.17,3420.87,32.27,28.46,94.85,0.0,94.85,0.0,94.85,Incorrect,Yes,No,Target_Hit,1,1,34621.51,3.33,1891939.35,Bearish,Bullish,Profitable,Yes
SIG_0290,Day_289,BUY,Strong,33.2,57.17,28.58,4556.53,62.89,55.45,-50.01,-94613.51,0.0,-50.01,50.01,Incorrect,No,Yes,Stop_Loss,1,1,-18253.19,3.33,1797325.83,Bullish,Bearish,Loss,Yes
SIG_0291,Day_290,SELL,Strong,27.11,28.58,27.84,3321.34,31.44,27.72,-2.59,0.0,0.0,-2.59,2.59,Correct,No,No,Target_Duration,1,1,-945.07,3.33,1797325.83,Bearish,Bearish,Loss,Yes
SIG_0292,Day_291,SELL,Strong,7.89,27.84,56.35,3059.29,30.62,27.0,102.41,0.0,102.41,0.0,102.41,Incorrect,Yes,No,Target_Hit,1,1,37378.41,3.33,1797325.83,Bearish,Bullish,Profitable,Yes
SIG_0293,Day_292,BUY,Strong,50.33,56.35,55.9,4598.9,61.99,54.66,-0.8,-1435.31,0.0,-0.8,0.8,Incorrect,No,No,Target_Duration,1,1,-291.48,3.33,1795890.52,Bullish,Bearish,Loss,Yes
SIG_0294,Day_293,SELL,Strong,25.99,55.9,28.71,3403.43,61.49,54.22,-48.64,0.0,0.0,-48.64,48.64,Correct,No,Yes,Stop_Loss,1,1,-17753.76,3.33,1795890.52,Bearish,Bearish,Loss,Yes
SIG_0295,Day_294,BUY,Strong,36.65,28.71,27.02,4650.63,31.58,27.85,-5.89,-10571.42,0.0,-5.89,5.89,Incorrect,No,Yes,Stop_Loss,1,1,-2148.55,3.33,1785319.1,Bullish,Bearish,Loss,Yes
SIG_0296,Day_295,BUY,Strong,4.18,27.02,56.11,4844.81,29.72,26.21,107.66,192209.23,107.66,0.0,107.66,Correct,Yes,No,Target_Hit,1,1,39296.26,3.33,1977528.33,Bullish,Bullish,Profitable,Yes
SIG_0297,Day_296,SELL,Strong,34.64,56.11,28.31,3166.73,61.72,54.43,-49.55,0.0,0.0,-49.55,49.55,Correct,No,Yes,Stop_Loss,1,1,-18084.12,3.33,1977528.33,Bearish,Bearish,Loss,Yes
SIG_0298,Day_297,SELL,Strong,8.84,28.31,57.76,2886.83,31.14,27.46,104.03,0.0,104.03,0.0,104.03,Incorrect,Yes,No,Target_Hit,1,1,37969.8,3.33,1977528.33,Bearish,Bullish,Profitable,Yes
SIG_0299,Day_298,BUY,Strong,49.58,57.76,29.66,4318.05,63.54,56.03,-48.65,-96205.93,0.0,-48.65,48.65,Incorrect,No,Yes,Stop_Loss,1,1,-17757.1,3.33,1881322.39,Bullish,Bearish,Loss,Yes
SIG_0300,Day_299,BUY,Strong,9.43,29.66,59.4,4725.19,32.63,28.77,100.27,188639.68,100.27,0.0,100.27,Correct,Yes,No,Target_Hit,1,1,36598.45,3.33,2069962.07,Bullish,Bullish,Profitable,Yes
SIG_0301,Day_300,SELL,Strong,32.2,59.4,59.52,3203.85,65.34,57.62,0.2,0.0,0.2,0.0,0.2,Incorrect,No,No,Target_Duration,1,1,73.74,3.33,2069962.07,Bearish,Bullish,Profitable,Yes
SIG_0302,Day_301,BUY,Strong,28.39,59.52,28.51,4113.28,65.47,57.73,-52.1,-107845.3,0.0,-52.1,52.1,Incorrect,No,Yes,Stop_Loss,1,1,-19016.55,3.33,1962116.77,Bullish,Bearish,Loss,Yes
SIG_0303,Day_302,SELL,Strong,27.19,28.51,60.8,2994.76,31.36,27.65,113.26,0.0,113.26,0.0,113.26,Incorrect,Yes,No,Target_Hit,1,1,41339.35,3.33,1962116.77,Bearish,Bullish,Profitable,Yes
SIG_0304,Day_303,BUY,Strong,35.02,60.8,30.3,4043.59,66.88,58.98,-50.16,-98428.56,0.0,-50.16,50.16,Incorrect,No,Yes,Stop_Loss,1,1,-18310.03,3.33,1863688.21,Bullish,Bearish,Loss,Yes
SIG_0305,Day_304,SELL,Strong,27.1,30.3,60.49,2947.95,33.33,29.39,99.64,0.0,99.64,0.0,99.64,Incorrect,Yes,No,Target_Hit,1,1,36367.49,3.33,1863688.21,Bearish,Bullish,Profitable,Yes
SIG_0306,Day_305,SELL,Strong,2.48,60.49,30.57,2874.93,66.54,58.68,-49.46,0.0,0.0,-49.46,49.46,Correct,No,Yes,Stop_Loss,1,1,-18053.89,3.33,1863688.21,Bearish,Bearish,Loss,Yes
SIG_0307,Day_306,BUY,Strong,57.27,30.57,28.82,4521.53,33.63,29.65,-5.72,-10668.81,0.0,-5.72,5.72,Incorrect,No,Yes,Stop_Loss,1,1,-2089.47,3.33,1853019.41,Bullish,Bearish,Loss,Yes
SIG_0308,Day_307,BUY,Strong,8.12,28.82,57.31,4888.57,31.7,27.96,98.85,183180.16,98.85,0.0,98.85,Correct,Yes,No,Target_Hit,1,1,36082.06,3.33,2036199.57,Bullish,Bullish,Profitable,Yes
SIG_0309,Day_308,SELL,Strong,33.31,57.31,27.95,3260.41,63.04,55.59,-51.23,0.0,0.0,-51.23,51.23,Correct,No,Yes,Stop_Loss,1,1,-18699.01,3.33,2036199.57,Bearish,Bearish,Loss,Yes
SIG_0310,Day_309,SELL,Strong,8.83,27.95,56.96,2972.5,30.74,27.11,103.79,0.0,103.79,0.0,103.79,Incorrect,Yes,No,Target_Hit,1,1,37884.26,3.33,2036199.57,Bearish,Bullish,Profitable,Yes
SIG_0311,Day_310,BUY,Strong,49.05,56.96,59.0,4430.55,62.66,55.25,3.58,7292.57,3.58,0.0,3.58,Correct,No,No,Target_Duration,1,1,1307.23,3.33,2043492.14,Bullish,Bullish,Profitable,Yes
SIG_0312,Day_311,SELL,Strong,21.82,59.0,28.17,3463.73,64.9,57.23,-52.25,0.0,0.0,-52.25,52.25,Correct,No,Yes,Stop_Loss,1,1,-19072.8,3.33,2043492.14,Bearish,Bearish,Loss,Yes
SIG_0313,Day_312,BUY,Strong,31.51,28.17,27.22,4555.1,30.99,27.32,-3.37,-6891.44,0.0,-3.37,3.37,Incorrect,No,Yes,Stop_Loss,1,1,-1230.92,3.33,2036600.7,Bullish,Bearish,Loss,Yes
SIG_0314,Day_313,BUY,Strong,2.67,27.22,57.4,4676.53,29.94,26.4,110.87,225806.79,110.87,0.0,110.87,Correct,Yes,No,Target_Hit,1,1,40469.14,3.33,2262407.5,Bullish,Bullish,Profitable,Yes
SIG_0315,Day_314,SELL,Strong,33.59,57.4,57.97,3105.77,63.14,55.68,0.99,0.0,0.99,0.0,0.99,Incorrect,No,No,Target_Duration,1,1,362.46,3.33,2262407.5,Bearish,Bullish,Profitable,Yes
SIG_0316,Day_315,BUY,Strong,23.99,57.97,28.39,3850.97,63.77,56.23,-51.03,-115442.49,0.0,-51.03,51.03,Incorrect,No,Yes,Stop_Loss,1,1,-18624.63,3.33,2146965.0,Bullish,Bearish,Loss,Yes
SIG_0317,Day_316,SELL,Strong,25.17,28.39,56.91,2881.5,31.23,27.54,100.46,0.0,100.46,0.0,100.46,Incorrect,Yes,No,Target_Hit,1,1,36667.14,3.33,2146965.0,Bearish,Bullish,Profitable,Yes
SIG_0318,Day_317,SELL,Strong,2.3,56.91,28.08,2815.21,62.6,55.2,-50.66,0.0,0.0,-50.66,50.66,Correct,No,Yes,Stop_Loss,1,1,-18490.51,3.33,2146965.0,Bearish,Bearish,Loss,Yes
SIG_0319,Day_318,BUY,Strong,47.05,28.08,58.76,4139.77,30.89,27.24,109.26,234575.81,109.26,0.0,109.26,Correct,Yes,No,Target_Hit,1,1,39879.63,3.33,2381540.81,Bullish,Bullish,Profitable,Yes
SIG_0320,Day_319,BUY,Strong,8.19,58.76,29.36,4479.01,64.64,57.0,-50.03,-119158.1,0.0,-50.03,50.03,Incorrect,No,Yes,Stop_Loss,1,1,-18262.42,3.33,2262382.71,Bullish,Bearish,Loss,Yes
SIG_0321,Day_320,SELL,Strong,30.78,29.36,56.09,3100.2,32.3,28.48,91.04,0.0,91.04,0.0,91.04,Incorrect,Yes,No,Target_Hit,1,1,33230.42,3.33,2262382.71,Bearish,Bullish,Profitable,Yes
SIG_0322,Day_321,SELL,Strong,12.42,56.09,28.08,2715.13,61.7,54.41,-49.94,0.0,0.0,-49.94,49.94,Correct,No,Yes,Stop_Loss,1,1,-18227.22,3.33,2262382.71,Bearish,Bearish,Loss,Yes
SIG_0323,Day_322,BUY,Strong,43.75,28.08,27.14,3902.89,30.89,27.24,-3.35,-7573.5,0.0,-3.35,3.35,Incorrect,No,Yes,Stop_Loss,1,1,-1221.87,3.33,2254809.2,Bullish,Bearish,Loss,Yes
SIG_0324,Day_323,SELL,Strong,24.35,27.14,52.22,2952.36,29.85,26.33,92.41,0.0,92.41,0.0,92.41,Incorrect,Yes,No,Target_Hit,1,1,33729.55,3.33,2254809.2,Bearish,Bullish,Profitable,Yes
SIG_0325,Day_324,BUY,Strong,31.94,52.22,27.98,3895.47,57.44,50.65,-46.42,-104665.98,0.0,-46.42,46.42,Incorrect,No,Yes,Stop_Loss,1,1,-16942.93,3.33,2150143.22,Bullish,Bearish,Loss,Yes
SIG_0326,Day_325,SELL,Strong,23.4,27.98,53.66,2983.86,30.78,27.14,91.78,0.0,91.78,0.0,91.78,Incorrect,Yes,No,Target_Hit,1,1,33499.64,3.33,2150143.22,Bearish,Bullish,Profitable,Yes
SIG_0327,Day_326,BUY,Strong,30.77,53.66,52.69,3901.96,59.03,52.05,-1.81,-3886.77,0.0,-1.81,1.81,Incorrect,No,No,Target_Duration,1,1,-659.8,3.33,2146256.46,Bullish,Bearish,Loss,Yes
SIG_0328,Day_327,SELL,Strong,21.78,52.69,28.06,3052.13,57.96,51.11,-46.75,0.0,0.0,-46.75,46.75,Correct,No,Yes,Stop_Loss,1,1,-17061.97,3.33,2146256.46,Bearish,Bearish,Loss,Yes
SIG_0329,Day_328,BUY,Strong,28.27,28.06,28.48,3915.06,30.87,27.22,1.5,3212.5,1.5,0.0,1.5,Correct,No,No,Target_Duration,1,1,546.33,3.33,2149468.96,Bullish,Bullish,Profitable,Yes
SIG_0330,Day_329,SELL,Strong,22.77,28.48,52.25,3023.43,31.33,27.63,83.46,0.0,83.46,0.0,83.46,Incorrect,Yes,No,Target_Hit,1,1,30463.66,3.33,2149468.96,Bearish,Bullish,Profitable,Yes
SIG_0331,Day_330,BUY,Strong,28.14,52.25,54.35,3874.21,57.48,50.68,4.02,8639.01,4.02,0.0,4.02,Correct,No,No,Target_Duration,1,1,1466.99,3.33,2158107.97,Bullish,Bullish,Profitable,Yes
SIG_0332,Day_331,SELL,Strong,21.97,54.35,29.14,3023.14,59.78,52.72,-46.38,0.0,0.0,-46.38,46.38,Correct,No,Yes,Stop_Loss,1,1,-16930.36,3.33,2158107.97,Bearish,Bearish,Loss,Yes
SIG_0333,Day_332,BUY,Strong,26.91,29.14,54.18,3836.54,32.05,28.27,85.93,185446.2,85.93,0.0,85.93,Correct,Yes,No,Target_Hit,1,1,31364.45,3.33,2343554.17,Bullish,Bullish,Profitable,Yes
