fold,test_start,test_end,total_return,annual_return,sharpe_ratio,max_drawdown,total_trades,excess_return
44,2023-10-23,2023-12-07,-0.053008707749995096,16.8837002757751,2.6817456176726493,-0.8248378349263152,50,-0.16180870774999506
45,2023-11-08,2023-12-22,1.8359164785000042,19.88467516370096,3.3144753784284418,-0.9318091764676587,50,1.7556596566701486
46,2023-11-22,2024-01-08,15.987944861250007,29.40090991183301,4.612444377058712,-0.8759915199059696,48,15.326765163033272
47,2023-12-08,2024-01-23,57.366567313500134,37.26862701811505,5.4589673832393855,-0.7952951070153624,42,57.33573030909485
48,2023-12-22,2024-02-07,0.21027412350000063,10.22057755803993,2.227843033850043,-0.7045210060104219,20,0.1545003607348788
49,2024-01-09,2024-02-22,9.383878686750018,24.317618916692105,4.204057408096742,-0.9241767619792188,48,8.614181717053048
50,2024-01-23,2024-03-06,-0.44096686874999497,7.049381898752304,1.5457896232697825,-0.9729088677173412,48,0.038114345359931245
51,2024-02-08,2024-03-22,0.8262372682500072,12.320949476982372,2.6346280969713853,-0.9761927469850536,48,1.3511414828093942
52,2024-02-22,2024-04-09,-0.0725770109999985,6.1059358371662,1.6616180890173684,-0.7417201682716296,40,-0.06374048669955655
53,2024-03-07,2024-04-26,14.791414335750007,22.112898388262465,4.487906935725294,-0.5946849790881819,45,15.165835095712936
54,2024-03-22,2024-05-13,1.1627288707500048,12.507245338307527,2.735894272930046,-0.7909478288710226,53,0.8310263267186937
55,2024-04-10,2024-05-28,-0.17940947549999237,11.10184617194129,2.172042637614176,-0.9491290209594616,50,-0.9826639133698152
56,2024-04-26,2024-06-11,3.7343504958000016,18.149651007736857,3.372362295984121,-0.6729409902040606,42,3.45020209782361
57,2024-05-14,2024-06-27,2.1824104560000057,14.825510785989206,3.0505365243416596,-0.6778300266493622,43,1.0282979018874514
58,2024-05-28,2024-07-11,0.1217285535000093,12.297804893082407,2.321029103435176,-0.84724313553754,43,-1.2672115386658898
59,2024-06-12,2024-07-29,-0.08074599684999867,6.44871009817742,1.6755351130813256,-0.6489159334669051,35,-0.1454652111537005
60,2024-06-27,2024-08-12,-0.029981200199999166,9.593453378634186,2.106900533454007,-0.5985228145247794,34,-0.7086770687913382
61,2024-07-12,2024-08-28,0.5927312235000011,14.714938538214469,2.790861754956387,-0.7408542476321586,39,1.0615145746205987
62,2024-07-29,2024-09-11,6.339922094250004,17.766909294492475,3.8225453064853214,-0.4265618068735053,41,6.816106108363181
63,2024-08-13,2024-09-26,5.959728322950006,23.319577976666267,3.970646011946774,-0.6767507380557763,39,5.972733694734004
64,2024-08-28,2024-10-11,1.6987601547000077,18.14310321914719,3.217555292285016,-0.8750258801632539,46,1.816782926152382
65,2024-09-12,2024-10-28,0.626094387900006,13.34481209236675,2.6371298216406807,-0.6910099760724985,46,1.202189199288935
66,2024-09-26,2024-11-11,2.021012822650001,16.524922983149352,3.1099384384977107,-0.64168542585,21,1.9926158760851154
67,2024-10-14,2024-11-28,0.7179726435500047,13.777796754698562,2.6582473433640246,-0.7501814090828255,47,-0.3467212932065953
68,2024-10-28,2024-12-12,4.743521914050008,21.401737572069127,3.6227688187055636,-0.7076356897657444,27,5.044439345242668
69,2024-11-12,2024-12-30,0.667352794950001,9.083588680000386,2.27467933278048,-0.6273998730071959,20,0.6621622269535603
70,2024-11-28,2025-01-13,4.953200435750003,20.32833069657453,3.682384570708762,-0.6659118332020587,45,4.936276445251191
71,2024-12-13,2025-01-28,11.36545202835001,31.132103590888782,4.435766066144516,-0.8583597500769673,48,11.46689756268145
72,2024-12-30,2025-02-10,3.4263050872500105,20.918258169866306,3.4649503196601725,-0.7265148487889123,37,3.495946001287007
73,2025-01-14,2025-02-25,0.054705179200004464,14.003057817729928,2.493774424782467,-0.8076388394788282,43,-0.6384959539444717
74,2025-01-28,2025-03-12,1.5643554640500026,16.646213852143745,3.0809314313193203,-0.8151550794033241,42,1.7466221887633968
75,2025-02-11,2025-03-28,1.5816016999500044,20.83565613880926,3.207709815408786,-0.7478064820756274,44,2.1636041569524616
76,2025-02-25,2025-04-16,14.736482715800014,29.661275414684493,4.3911107781493435,-0.7229029574853875,47,14.76076093102311
77,2025-03-13,2025-05-05,1.5717827374500064,18.785390844931555,3.151060894611864,-0.7967524886001829,48,2.0535358680403464
78,2025-03-28,2025-05-19,1.5597167158500138,17.751640858975964,3.097485324278316,-0.9267206176154045,52,1.545256785536425
79,2025-04-17,2025-06-03,1.0271977521000029,13.736080206378947,2.7621743719872742,-0.8720176031519538,46,0.9470244043210213
80,2025-05-05,2025-06-17,-0.12392768874999689,8.776597281250098,1.9189203829573527,-0.8737410763562504,45,-0.31629410096373733
