company,num_folds,avg_return,best_return,worst_return,positive_folds,total_trades
13532,8,0.09097056249999996,0.8941039999999998,-0.49750300000000003,3,14
11339,7,0.05751342857142855,0.34065799999999996,-0.09290800000000005,2,6
2718,8,0.0,0.0,0.0,0,0
5896,4,3.8477726249999997,14.914069999999999,0.0,3,6
66903,8,0.0,0.0,0.0,0,0
